"","avgAnnCount","TARGET_deathRate","incidenceRate","medIncome","povertyPercent","studyPerCap","AvgHouseholdSize","PercentMarried","PctNoHS18_24","PctHS18_24","PctBachDeg18_24","PctHS25_Over","PctBachDeg25_Over","PctUnemployed16_Over","PctEmpPrivCoverage","PctWhite","PctBlack","PctAsian","PctOtherRace","PctMarriedHouseholds","BirthRate","County","state_Alabama","state_Alaska","state_Arizona","state_Arkansas","state_California","state_Colorado","state_Connecticut","state_Delaware","state_District of Columbia","state_Florida","state_Georgia","state_Hawaii","state_Idaho","state_Illinois","state_Indiana","state_Iowa","state_Kansas","state_Kentucky","state_Louisiana","state_Maine","state_Maryland","state_Massachusetts","state_Michigan","state_Minnesota","state_Mississippi","state_Missouri","state_Montana","state_Nebraska","state_Nevada","state_New Hampshire","state_New Jersey","state_New Mexico","state_New York","state_North Carolina","state_North Dakota","state_Ohio","state_Oklahoma","state_Oregon","state_Pennsylvania","state_Rhode Island","state_South Carolina","state_South Dakota","state_Tennessee","state_Texas","state_Utah","state_Vermont","state_Virginia","state_Washington","state_West Virginia","state_Wisconsin","state_Wyoming","fips","Region","Division","State"
"1",4.58240138847557,164.9,18.5642215479172,1.08657282180758,2.36844874868328,6.56406357592121,2.72567546163174,1377.26373608168,3.28695148562836,26.0961125407615,2.44483443840907,217.120663054757,1.96102349389701,2.60796939261042,20.5736836772166,3342.53860064293,0.960217810147659,1.61830343232869,0.619009686264565,1131.15862999017,2.49122354029103,"Kitsap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53035,"West","Pacific","Washington"
"2",3.68990237590186,161.3,17.4291073438382,1.08656179834042,2.85386446577868,3.22808460373955,2.23770844526576,989.377838449694,2.24726992946172,15.5978261124818,2.57744615336133,270.325857943569,2.01934855233002,2.56887805027648,21.3601792639427,3979.16001106744,-0.0313776770038486,0.821091369251243,1.35399307706223,841.173668142811,1.89336829013367,"Kittitas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53037,"West","Pacific","Washington"
"3",3.42044291791418,174.7,16.419213561846,1.08656301376186,2.62265237491487,3.99530025596692,2.93206064268035,1467.93141753778,4.70175212426213,24.3710343907596,2.96785074984685,333.481912083445,1.87602159359345,2.40411842179682,17.8663700070432,4131.6669203269,-0.300876972383571,-0.753440039114252,1.03082589838012,1198.05269763837,1.65426897570713,"Klickitat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53039,"West","Pacific","Washington"
"4",4.10761382104775,194.8,17.7148038388996,1.08655750488044,2.77368063470246,6.14472091361694,2.6750790194211,1387.7805786297,4.348269896012,27.09890041082,1.02248949703348,393.321510539752,1.62135892712004,3.27721095417826,17.9076784386648,4206.7626486486,-0.24465789847844,0.14999186928099,0.311301309826445,1056.23349219147,1.99343096015713,"Lewis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53041,"West","Pacific","Washington"
"5",3.10004254526792,144.4,16.4261227802011,1.08656359674546,2.47388159534917,-57.2233396221629,2.23770844526576,1669.46995083885,3.75772227346563,28.1542602968094,0.752832214726105,437.50708742766,1.84787623484755,1.85811512916457,17.9489575199745,4425.92730834513,-1.29607427496265,-0.403773547384954,-0.699286467175777,1180.29809559947,2.68739114220168,"Lincoln",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53043,"West","Pacific","Washington"
"6",4.10862922632194,176,18.7753509784255,1.08656573803718,2.68600359438856,5.43745677033614,2.82806817018732,1269.25098418519,5.1735294362152,23.4711586902141,1.80438638981865,365.116651318725,1.74226457109336,3.38606157858973,16.9079248191443,3600.95507146673,0.504584323099599,0.433854609069978,1.22679827276375,1064.23437477471,2.12081187144204,"Mason",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53045,"West","Pacific","Washington"
"7",3.86641628026536,175.9,18.1732768064172,1.08654849553102,3.06407786367155,-57.2233396221629,2.42809593867735,1462.51805469424,4.87895500086969,27.2164827785656,2.17684440974602,351.391042231404,1.74226457109336,2.77487888244608,15.0692256795627,2819.17395899262,-0.481242525736895,-0.143320173226559,2.21345858739874,1055.92768122239,1.84431056670908,"Okanogan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53047,"West","Pacific","Washington"
"8",3.6054859519058,183.6,17.3110449702567,1.08655217683875,2.81195395721506,-57.2233396221629,2.00872281922269,1387.7805786297,4.97534689100758,22.7473051881904,0.866280828298256,393.321510539752,1.71763417770445,2.77487888244608,14.0129495608153,3995.06445494534,-1.17659464895582,0.643386486720369,0.840402377670239,975.280309473546,2.4214921621829,"Pacific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53049,"West","Pacific","Washington"
"9",3.34157121620429,190.5,18.1390106418664,1.08655543583348,3.02649804879618,-57.2233396221629,2.33210230511346,1561.48800619847,5.50703956440486,26.0369354718607,0.350140860039242,407.799977460753,1.74621240586235,3.00976298869444,15.7610028630478,4210.68801011281,-1.66620077628015,-1.52596710564669,-0.478520714294356,1155.82132316426,2.32711261000775,"Pend Oreille",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53051,"West","Pacific","Washington"
"10",4.94550507900168,177.8,18.8487103047237,1.08657185528674,2.51883626115355,6.39088468944312,3.01110484101139,1249.17693994407,3.84416047027382,24.191487244303,2.48998555256139,329.074674760968,1.88137622641735,2.82754933836295,21.6722494420384,2790.95502526577,1.93070496971577,1.85782158566703,1.01243071175472,1018.09878368565,2.30980985945294,"Pierce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53053,"West","Pacific","Washington"
"11",3.47422143798381,121.4,17.4553089587275,1.08656774154492,2.4891057606898,-57.2233396221629,1.58074749699623,1612.18752017361,4.08675528590646,21.8373124309655,2.01385150904202,122.024919470031,2.07385767142416,2.1513454189538,14.8947767332099,4283.10313891252,-0.426680875047124,0.359215799982485,0.81809852112337,1017.12633973372,1.98700677514059,"San Juan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53055,"West","Pacific","Washington"
"12",4.33752384845502,172.7,18.6933389677622,1.08656492683384,2.69211020567813,7.14170385452846,2.77667184529969,1435.60118380518,4.82947758429664,22.6868205455302,1.29618332204265,284.495216180086,1.87331146578604,2.64629631538212,19.1337327144764,3661.25172133922,-0.215229997764288,0.642714014603888,1.8956430337208,1134.53444683402,2.39956052182269,"Skagit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53057,"West","Pacific","Washington"
"13",3.07952731451511,188.3,17.2309534373885,1.08656604874218,2.4815243828553,-57.2233396221629,2.599934246862,1478.78813187937,4.32829354652147,28.6212724590704,0.972094986479375,337.917182961482,1.82353849798503,2.66518353717291,20.9680797988243,4361.63897573023,-0.168244820143095,-0.0218418953623129,-0.255144487025444,1134.96660002771,2.0654771871763,"Skamania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53059,"West","Pacific","Washington"
"14",4.89471231032377,165.3,18.6133527460809,1.08657826413527,2.24976515389939,5.14963756908639,3.09104890473178,1356.35000591045,3.81977291220799,22.3840123170574,2.74217965011683,237.358436074976,1.98685181297333,2.50872949813913,25.4273827934351,3105.89006614998,0.960656549819094,2.34581757185611,0.825139719131292,1125.53642749059,2.03845647530082,"Snohomish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53061,"West","Pacific","Washington"
"15",4.75479765776335,171,17.8676765045462,1.08656371794839,2.72793949772797,6.47747470197639,2.50114101413518,1219.36576200436,3.19304520110986,19.9371522218595,2.80082541668455,264.359287662888,1.92829691825092,2.68389187591203,20.9287446485966,3962.19996558945,0.60538470968606,0.85258851047342,0.0330934318153408,945.415818261542,2.25226274298723,"Spokane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53063,"West","Pacific","Washington"
"16",3.8682815649291,174.2,17.6155093776696,1.08655699688251,2.88905963470108,-57.2233396221629,2.47669266997035,1634.9805383161,4.79599385825303,23.5914545288677,1.60396110650905,463.025335164185,1.69123817381996,2.86191403299472,17.4516479698421,3974.6077663683,-0.711398200941553,-0.49976977013953,-0.143798854492054,1231.03466568801,1.6128959009678,"Stevens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53065,"West","Pacific","Washington"
"17",4.58054838770532,169.9,18.6473256845733,1.08657266713417,2.42667781694992,5.59314875040311,2.6750790194211,1372.0203091711,3.74512085760754,21.4106029898585,2.55592194526101,208.206903995121,1.97519901517746,2.7024251254496,21.3210707705904,3408.73109342412,1.051834913659,1.82090519200086,0.204886655888362,1050.33658454524,2.19407322032813,"Thurston",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53067,"West","Pacific","Washington"
"18",2.75575900615163,153.8,18.1932084534094,1.08656458922312,2.57562436764751,-57.2233396221629,2.16796290311562,1430.24779830294,5.66687972087884,14.5659350853603,1.70691374187336,429.986653904243,1.66283977476084,3.05677638903258,17.9902073553565,4319.10862448603,-2.05632500243312,0.131357908516558,-25.6352271750606,1153.01021124863,-0.563585225177724,"Wahkiakum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53069,"West","Pacific","Washington"
"19",3.95809414284398,162.8,17.8941372797923,1.08656346731219,2.69211020567813,6.48150962145884,2.62488251890725,1080.35152461628,3.60199806708243,19.8753931739695,2.1240093956328,206.445586489586,1.88664541792689,2.27048830605194,19.9376987792583,3716.95285520204,0.502139441507627,0.484973387309732,1.78877732496108,989.240884073958,1.81893304222804,"Walla Walla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53071,"West","Pacific","Washington"
